id,company_id,year,net_profit_margin_pct,operating_profit_margin_pct,return_on_equity_pct,debt_to_equity,interest_coverage,asset_turnover,free_cash_flow_cr,capex_cr,earnings_per_share,book_value_per_share,dividend_payout_ratio_pct,total_debt_cr,cash_from_operations_cr
21,ABB,Mar 2023,17.74163395027108,22.546270330902974,29.767879548306148,0.03544542032622334,85.0,1.1740561896400352,-922.0,4699.0,447.0,15.181,73.0,113,3777.0
23,ABB,Mar 2024,20.533424517011454,24.84185330825782,32.46823465801568,0.022438496891051634,141.75,1.1263238975544,1095.0,4943.0,565.0,17.6143,73.0,83,6038.0
24,ADANIENSOL,Mar 2014,,,0.0,0.0,,,0.0,0.0,0.0,0.1,,0,0.0
25,ADANIENSOL,Mar 2015,-5.343511450381679,77.09923664122137,-0.6463527239150507,8.95752539242844,1.4246575342465753,0.011399234249912982,-1899.0,1864.0,0.0,0.0994,0.0,9701,-35.0
26,ADANIENSOL,Mar 2016,16.773017319963536,87.83044667274385,13.77245508982036,3.2129491017964074,2.0867293625914316,0.18678699131619275,728.0,816.0,3.0,0.2429,0.0,8585,1544.0
27,ADANIENSOL,Mar 2017,14.464534075104313,68.94993045897078,14.116050220563285,3.045469969460468,2.2179203539823007,0.22449457497463118,459.0,1730.0,4.0,0.2679,0.0,8975,2189.0
28,ADANIENSOL,Mar 2018,28.98073022312373,71.65314401622717,18.87072808320951,1.7216443784051512,3.31489841986456,0.22843903851723138,-994.0,3192.0,10.0,0.5506,0.0,10428,2198.0
29,ADANIENSOL,Mar 2019,7.652292950034223,38.02874743326489,6.950142981474575,2.50366778565212,2.2386772106398274,0.2243688187235088,-459.0,3050.0,5.0,0.7312,0.0,20137,2591.0
30,ADANIENSOL,Mar 2020,6.184302733006307,37.29852838121934,8.30685963054477,2.8528062124955875,2.019213583556747,0.2874770214801944,-206.0,5643.0,7.0,0.7726,0.0,24246,5437.0
31,ADANIENSOL,Mar 2021,12.996171670360667,39.79447914567802,14.46350487722839,3.0378966251821953,2.3925366084081245,0.22958782439746495,-225.0,4009.0,11.0,0.8108,0.0,27095,3784.0
32,ADANIENSOL,Mar 2022,10.978859477704743,37.360099484810796,12.46847573892868,3.016443054574801,2.3221987315010573,0.23719029158941513,161.0,3936.0,11.0,0.9012,0.0,29902,4097.0
33,ADANIENSOL,Mar 2023,9.636650868878357,33.98781313473256,10.90305557919823,2.916843986722274,2.193815174397699,0.24647704516798932,-922.0,4699.0,11.0,1.0537,0.0,34270,3777.0
34,ADANIENSOL,Mar 2024,7.201782380923707,34.38911302462817,9.461276797721698,2.93252116130053,2.284784965666787,0.2836960606785336,1095.0,4943.0,10.0,1.1337,0.0,37070,6038.0
35,ADANIENT,Mar 2013,2.6264150943396225,12.983288409703503,5.692652832305104,3.240418769863526,2.2325315005727377,0.41453996120531683,-7124.0,14790.0,15.0,19.4509,10.0,69332,7666.0
36,ADANIENT,Mar 2014,4.815549529546654,17.07645549347553,11.1377699204445,3.0298438355011155,1.84815009644047,0.4652503767929417,221.0,8007.0,20.0,21.5973,7.0,71980,8228.0
37,ADANIENT,Mar 2015,3.564725044597844,19.312805398278137,8.931902985074627,3.248250932835821,1.876700680272109,0.4931608500742055,-2933.0,11465.0,18.0,23.3891,8.0,83571,8532.0
38,ADANIENT,Mar 2016,2.9404845918607387,4.951776052693484,7.4749588877261175,1.4328748691882194,2.0103168754605747,0.8159504786583172,3287.0,1825.0,9.0,12.1618,4.0,19169,5112.0
39,ADANIENT,Mar 2017,2.5319574083705145,5.206251881860236,6.543576683644596,1.4746745897000566,2.1089896579156724,0.7673226775325029,-686.0,1460.0,9.0,12.8509,4.0,20846,774.0
40,ADANIENT,Mar 2018,1.653490702594366,5.673087629439929,3.936642587315263,1.1688647359003248,1.9208,0.6368938923854268,-4707.0,7649.0,7.0,13.7173,6.0,17637,2942.0
41,ADANIENT,Mar 2019,1.2531266252259838,4.876297085118502,3.429113580916238,0.7619273515857956,1.5218461538461538,0.9492900131653188,5723.0,2487.0,7.0,13.4145,6.0,11243,3236.0
42,ADANIENT,Mar 2020,2.3961477317236133,5.285348939013432,6.136779370980115,0.7328140673865581,2.013994910941476,0.9259306666666667,1372.0,1082.0,10.0,15.4064,10.0,12419,2454.0
43,ADANIENT,Mar 2021,2.645623087234742,6.338366593317652,6.0959263360335685,0.9456844804475786,2.178649237472767,0.7659685762442606,-4568.0,8611.0,8.0,15.5991,12.0,16227,4043.0
44,ADANIENT,Mar 2022,1.135119562085854,5.3500432152117545,3.5404591813811384,1.8692546165251382,1.870942201108472,0.6833618805740949,-15656.0,17041.0,7.0,20.2336,14.0,41604,1385.0
45,ADANIENT,Mar 2023,1.899012074643249,6.913909361768857,7.328068742246831,1.6096335965628876,2.431846812799194,0.9027590990812441,2167.0,15459.0,22.0,28.9921,6.0,53200,17626.0
46,ADANIENT,Mar 2024,3.458790097592848,11.799296833677312,8.534650424813185,1.671358378544375,2.7492864983534577,0.6004321671876751,-8455.0,18767.0,28.0,34.2772,5.0,65310,10312.0
47,ADANIGREEN,Mar 2017,-9.362549800796813,80.2788844621514,-3.906899418121363,3.6134663341645887,1.4461077844311376,0.08149350649350649,-1483.0,1511.0,0.0,0.0944,0.0,4347,28.0
48,ADANIGREEN,Mar 2018,-9.324324324324325,56.95945945945946,-10.290827740492169,7.355704697986577,1.6032608695652173,0.09421350818002419,-3779.0,4428.0,-1.0,0.0857,0.0,9864,649.0
49,ADANIGREEN,Mar 2019,-23.080660835762874,74.14965986394559,-24.573202276254527,5.764097258147957,1.4264049955396967,0.14040114613180515,-1041.0,2666.0,-3.0,0.1236,0.0,11142,1625.0
50,ADANIGREEN,Mar 2020,-2.6677128285602194,56.88505296194586,-2.8850233347475602,6.307170131523122,1.3457286432160804,0.13835214937038645,-1778.0,3743.0,0.0,0.1507,0.0,14866,1965.0
51,ADANIGREEN,Mar 2021,5.8258642765685025,71.73495518565942,8.272727272727273,11.004090909090909,1.3476702508960574,0.10888052418792694,-7536.0,9137.0,1.0,0.1407,0.0,24209,1601.0
52,ADANIGREEN,Mar 2022,9.526592635885448,68.42002727449834,18.706962509563887,20.211170619739864,1.5357279327474207,0.08706788343454218,-15603.0,18730.0,3.0,0.1671,0.0,52832,3127.0
53,ADANIGREEN,Mar 2023,12.512860082304528,63.91460905349794,13.321467688937568,7.423740416210296,1.936447956028856,0.11621754920862665,3408.0,3857.0,6.0,0.4611,0.0,54223,7265.0
54,ADANIGREEN,Mar 2024,13.665943600867678,79.3709327548807,12.812690665039659,6.595281675818589,1.713943268078306,0.10467043571055559,-13347.0,21060.0,7.0,0.6208,0.0,64858,7713.0
67,ADANIPORTS,Mar 2013,45.820519988817445,66.59211629857423,25.633406318423525,1.817328745699093,5.029520295202952,0.17004991680532447,-3757.0,5136.0,8.0,1.5945,12.0,11620,1379.0
